job_id,title,category,salary_id,currency,max_annual_salary,med_annual_salary,min_annual_salary
3438976411,Accounting Specialist,Consulting,1691,USD,50000.0,47500.0,45000.0
3487703305,Leasing & Property Management Specialist (Part-Time with Growth Potential),Consulting,36323,USD,52000.0,46800.0,41600.0
3511440340,Assistant Director,Management,31338,USD,62400.0,57200.0,52000.0
3514683108,Associate Brand Manager,Management,40545,USD,90000.0,82500.0,75000.0
3527189387,Retail Salesperson,Sales,22292,USD,33280.0,31200.0,29120.0
3530975184,Administrator of College & Career Development,Management,24428,USD,84864.0,72644.0,60424.0
3537193915,Field Operations Specialist,Consulting,40621,USD,60000.0,51000.0,42000.0
3548616699,Mental Health Therapist,Healthcare,13909,USD,124800.0,114400.0,104000.0
3550388220,Inbound Call Center Specialist,Consulting,37028,USD,39520.0,38480.0,37440.0
3564676727,Corporate Controller,Finance,1937,USD,120000.0,100000.0,80000.0
3578562287,Swahili Instructor,Education,22333,USD,52000.0,46800.0,41600.0
3580545157,Industrial Business Development Manager,Management,38763,USD,100000.0,75000.0,50000.0
3582587683,Accounts Analyst,Analysis,8904,USD,40000.0,35000.0,30000.0
3606129051,Primary Care Leader Needed,Marketing,22635,USD,297000.0,286000.0,275000.0
3606634863,Child Custody Recommending Counselor,Education,17736,USD,103355.2,94192.8,85030.40000000001
3609090859,Field Director,Management,25037,USD,85000.0,77500.0,70000.0
3610032286,Sales Development Representative,Sales,199,USD,130813.0,65407.0,1.0
3610596223,Commercial Auto Underwriter Assistant,Writing and Editing,3859,USD,45760.0,43680.0,41600.0
3619548798,Senior Mechanical Engineer,Engineering,10016,USD,190000.0,170000.0,150000.0
3626110567,Mechanical Design Engineer,Engineering,35005,USD,95000.0,72500.0,50000.0
3627141928,Quality Engineer,Engineering,37179,USD,89440.0,73840.0,58240.0
3642223753,Yoga Teacher,Education,13506,USD,145600.0,124800.0,104000.0
3649948789,Project Assistant,Marketing,24613,USD,85000.0,72500.0,60000.0
3651735073,Director of Finance,Management,31238,USD,110000.0,105000.0,100000.0
3651779099,Car Salesperson,Sales,34914,USD,75000.0,57250.0,39500.0
3656167404,Executive Personal Assistant,Management,91,USD,65000.0,60000.0,55000.0
3658924039,MEP Engineer,Engineering,13514,USD,100000.0,85000.0,70000.0
3659406780,School Counselor,Education,8232,USD,42000.0,39000.0,36000.0
3663813835,Accounts Payable Specialist,Consulting,13997,USD,50000.0,47500.0,45000.0
3681437990,Quality Assurance Specialist,Consulting,24321,USD,72000.0,66000.0,60000.0
3690117793,Request for Consultancy: Interim Managing Director,Management,30670,USD,108000.0,96000.0,84000.0
3698445650,Fitness Sales General Manager,Management,12884,USD,75000.0,62500.0,50000.0
3699309082,Web Developer,Engineering,3851,USD,83200.0,62400.0,41600.0
3700064749,Litigation Paralegal,Legal,39736,USD,104000.0,93600.0,83200.0
3700617207,Office Manager,Management,24123,USD,62400.0,60320.0,58240.0
3701198910,Medical Assistant,Healthcare,13889,USD,49920.0,47840.0,45760.0
3704185899,Senior Project Engineer,Engineering,22343,USD,110000.0,100000.0,90000.0
3708903045,Associate Attorney,Legal,17342,USD,150000.0,125000.0,100000.0
3708944827,Clinical Pharmacist,Healthcare,26363,USD,149760.0,139360.0,128960.0
3709767981,Sales & Design Consultant,Consulting,31072,USD,80000.0,65000.0,50000.0
3715249215,Editor,Writing and Editing,37275,USD,65000.0,57500.0,50000.0
3715891138,Human Resources Manager,Management,26049,USD,65000.0,55000.0,45000.0
3720682554,Mortgage Loan Officer,Finance,7888,USD,100000.0,75000.0,50000.0
3726732147,Shop Supervisor,Management,36371,USD,200000.0,187500.0,175000.0
3726764279,Senior Communications and Development Manager,Management,12467,USD,75000.0,70000.0,65000.0
3727712512,Sales Consultant (Outside Sales),Consulting,26051,USD,65000.0,60000.0,55000.0
3728459637,Principal Backend Engineer,Engineering,26232,USD,225.0,212.5,200.0
3728879926,Sales and Marketing Assistant (Graduate),Sales,15549,USD,60000.0,44400.0,28800.0
3736994600,Nurse Injector,Healthcare,3777,USD,130000.0,102500.0,75000.0
3742627219,House Coordinator,Management,35553,USD,52000.0,44720.0,37440.0
3745677818,Manager of Human Resources,Management,12941,USD,94000.0,87500.0,81000.0
3747072157,Project Manager,Management,18321,USD,134000.0,116000.0,98000.0
3748229910,People Manager or Workplace Counselor,Management,34660,USD,41600.0,39000.0,36400.0
3755323506,Accounts Payable Specialist,Consulting,12404,USD,58240.0,55120.0,52000.0
3757672875,Care Coordinator,Management,14604,USD,62400.0,52000.0,41600.0
3761818635,Staff Accountant,Finance,36212,USD,70000.0,60000.0,50000.0
3761942097,Founding High School Science Teacher,Education,15707,USD,105000.0,87500.0,70000.0
3762860888,Field Sales Representative,Sales,10305,USD,41600.0,36400.0,31200.0
3766290342,Clinical Manager - RN,Management,4071,USD,90000.0,85000.0,80000.0
3767035869,Records Specialist & Academic Scheduler,Consulting,7512,USD,50.0,47.5,45.0
3769036399,Community Association Manager- Portfolio,Management,8948,USD,55000.0,49000.0,43000.0
3771168117,Digital Marketing Intern,Marketing,26088,USD,31200.0,26000.0,20800.0
3773070651,Veterinary Technician Manager,Engineering,19212,USD,70000.0,67500.0,65000.0
3774870894,Product Support Specialist,Consulting,13166,USD,100000.0,50035.0,70.0
3777765500,Booking Producer,Marketing,4040,USD,60000.0,42000.0,24000.0
3778036844,Family Physician,Healthcare,3778,USD,250000.0,225000.0,200000.0
3780003361,Mechanical Design Engineering Manager,Engineering,13456,USD,160000.0,140000.0,120000.0
3780415828,Technical Business Analyst,Analysis,25605,USD,80000.0,70000.0,60000.0
3784021865,Project Estimator,Marketing,8986,USD,80000.0,70000.0,60000.0
3785146504,Physical Therapist Tech,Healthcare,40709,USD,41600.0,39520.0,37440.0
3787279047,Real Estate Sales Agent,Sales,8960,USD,400000.0,240000.0,80000.0
3787503302,Associate Director of Individual Giving,Management,1370,USD,107000.0,101000.0,95000.0
3787839455,Building Maintenance Manager,Management,18366,USD,125000.0,117500.0,110000.0
3790001722,Financial Advisor,Consulting,19434,USD,125000.0,102500.0,80000.0
3794063618,Entry-Level Ecologist,Environmental Services,16097,USD,52000.0,48500.0,45000.0
3797460723,Assistant Landscape Architect,Engineering,12689,USD,70000.0,60000.0,50000.0
3799458858,Program Associate,Marketing,424,USD,60000.0,55000.0,50000.0
3801646969,Project Manager,Management,37430,USD,105000.0,90000.0,75000.0
3802026770,Hiring a Contract Lawyer with Probate Experience,Marketing,23142,USD,374400.0,317200.0,260000.0
3803052628,Flight Software Engineer,Engineering,24611,USD,170000.0,155000.0,140000.0
3803055615,Financial Services Representative,Sales,24255,USD,250000.0,125002.5,5.0
3804603307,Journeyman Electrician,Construction,24757,USD,104000.0,95680.0,87360.0
3813135937,Social Media Account Coordinator,Management,14468,USD,45000.0,42500.0,40000.0
3814546942,MultiMedia Art Director,Management,12650,USD,80000.0,72500.0,65000.0
3814723048,Generalist - Third-Party Logistics,Operations,14343,USD,75000.0,62500.0,50000.0
3814983923,Event Coordinator,Management,21913,USD,54080.0,50960.0,47840.0
3815284050,Purchasing Coordinator,Management,27784,USD,93600.0,67600.0,41600.0
3815847830,Staff Software Engineer (AHT),Engineering,31845,USD,241400.0,201200.0,161000.0
3816172762,Accounting Manager,Management,22753,USD,75000.0,72500.0,70000.0
3816179292,Investment Real Estate Sales Advisor,Consulting,26235,USD,700000.0,400000.0,100000.0
3816831972,Deputy City Manager - Chief Financial Officer,Management,23787,USD,274206.0,239802.0,205398.0
3817203807,Project Engineer,Engineering,12250,USD,90000.0,85000.0,80000.0
3817454364,Saxophone Repair Technician,Engineering,582,USD,60000.0,50000.0,40000.0
3819767400,Branch Manager,Management,13099,USD,90000.0,82500.0,75000.0
3821047961,Client Solutions Manager - South Bay,Management,3839,USD,90000.0,85000.0,80000.0
3821190632,Writing/Reading Tutor,Education,13457,USD,35360.0,33280.0,31200.0
3822435165,"FL Bar Associate Attorney Tax, Trusts, and Estates",Legal,14331,USD,170000.0,145000.0,120000.0
3824661875,Account Coordinator,Management,31083,USD,55000.0,50000.0,45000.0
3826269982,Labor And Employment Attorney,Legal,10103,USD,435000.0,427500.0,420000.0
3827268681,Entry Level Financial Professional,Marketing,3989,USD,85000.0,62500.0,40000.0
3828515870,Clinical Program Supervisor,Management,3837,USD,120000.0,100000.0,80000.0
3830297838,Financial Reporting Senior Specialist,Consulting,25236,USD,85000.0,81000.0,77000.0
3830313052,Field Service Technician (Residential ESS),Engineering,31046,USD,96000.0,72000.0,48000.0
3830396637,Electrical Engineering Intern,Engineering,22971,USD,41600.0,39520.0,37440.0
3831143681,Medical Device Sales Specialist Intern,Consulting,16072,USD,41600.0,39520.0,37440.0
3831190800,Senior Labor & Employment Attorney ,Legal,16228,USD,180000.0,160000.0,140000.0
3831919828,Sales Executive,Management,4031,USD,400000.0,300000.0,200000.0
3832947295,Resource Development Associate Director,Management,20123,USD,60000.0,57500.0,55000.0
3835324900,Property Manager,Management,974,USD,85000.0,80000.0,75000.0
3835341304,Operations Manager,Management,37184,USD,79321.0,71389.0,63457.0
3835806869,Head of Sales,Management,7342,USD,200000.0,175000.0,150000.0
3836602983,Senior Accountant - Non Profit,Finance,21527,USD,85000.0,80000.0,75000.0
3836759104,Mid-Market Account Executive,Management,9088,USD,230000.0,205000.0,180000.0
3836793450,Music Therapist,Healthcare,13314,USD,70720.0,64480.0,58240.0
3837546918,Pilot in Command Phenom 300,Aviation and Aerospace,20623,USD,180000.0,170000.0,160000.0
3838732090,Print Traffic,Marketing,14556,USD,24000.0,18000.0,12000.0
3838774352,Journeyman Electrician,Construction,19321,USD,104000.0,78000.0,52000.0
3840584142,Manager - Accounts and Publishers,Management,1119,USD,80000.0,75000.0,70000.0
3840688146,Chief Development Officer,Management,26322,USD,110000.0,97500.0,85000.0
3841003722,Senior Data Engineer/Analyst - Full Time,Engineering,36401,USD,222560.0,216320.0,210080.0
3841334821,Registered Client Service Associate,Customer Service,7447,USD,85000.0,60000.0,35000.0
3842528795,Human Resources Information System Specialist,Consulting,14118,USD,104000.0,98800.0,93600.0
3843103150,ABA Therapist/Special Education Paraprofessional - Various locations!,Healthcare,8563,USD,56160.0,54080.0,52000.0
3844025327,Account Executive,Management,9573,USD,55000.0,50000.0,45000.0
3844216662,Construction Project Manager,Management,258,USD,75000.0,67500.0,60000.0
3844838697,Insurance Agent,Insurance,20311,USD,120000.0,78000.0,36000.0
3845186343,Administrative Assistant/Receptionist,Administrative,18400,USD,52000.0,43680.0,35360.0
3845468619,Service Technician,Engineering,21706,USD,83200.0,60320.0,37440.0
3845877107,Registered Behavior Technician ,Engineering,3855,USD,47840.0,43160.0,38480.0
3845924752,Executive Assistant,Management,883,USD,70000.0,67500.0,65000.0
3846426461,Progressive Care Nurse,Healthcare,339,USD,97760.0,90480.0,83200.0
3846437219,Campaigns Director,Management,13517,USD,95000.0,90000.0,85000.0
3847143087,Data Processor,Marketing,24889,USD,65000.0,60000.0,55000.0
3848297827,UX/Content Strategist,Consulting,8852,USD,85000.0,72500.0,60000.0
3848960304,Senior Machine Learning Research Engineer,Engineering,7156,USD,350000.0,250000.0,150000.0
3849949750,Inside Sales Representative Custom Soccer Apparel,Sales,865,USD,40000.0,37500.0,35000.0
3851105711,Senior Transportation Planner,Transportation,12661,USD,138948.0,122478.0,106008.0
3852117411,Social Media Coordinator(Monitor and Engage)-Part Time,Management,25802,USD,131040.0,126880.0,122720.0
3854391822,Accounting Supervisor,Management,18294,USD,88200.0,77400.0,66600.0
3854654152,Commercial Real Estate Attorney,Legal,34970,USD,180.0,150.0,120.0
3855969867,Bilingual Front Desk Receptionist,Administrative,7277,USD,36000.0,33000.0,30000.0
3857818755,Customer Service Representative,Sales,9923,USD,31200.0,26000.0,20800.0
3859514569,Strategy Manager,Management,24913,USD,170000.0,147000.0,124000.0
3859575337,Treatment Coordinator,Management,15309,USD,54080.0,48880.0,43680.0
3860323940,Program Manager,Management,18460,USD,75000.0,70000.0,65000.0
3860378018,Donor Engagement Coordinator,Management,37279,USD,75000.0,70000.0,65000.0
3861166245,Associate Immigration Attorney,Legal,26115,USD,100000.0,90000.0,80000.0
3861743053,Front Office Specialist,Consulting,23657,USD,45760.0,42640.0,39520.0
3862107843,Product Manager,Management,36306,USD,120000.0,110000.0,100000.0
3862537464,DIRECTOR OF MARKETING,Management,20529,USD,75000.0,67500.0,60000.0
3862673730,AOC Human Resources Project Manager,Management,12338,USD,79040.0,74645.0,70250.0
3862682461,Maintenance Technician - Night Shift,Engineering,23449,USD,85280.0,76440.0,67600.0
3864519762,MSP Engineer Level 3,Engineering,36357,USD,130000.0,115000.0,100000.0
3864701312,Meat Manager,Management,15195,USD,60000.0,55000.0,50000.0
3865209247,Media Sales Executive,Management,24984,USD,100000.0,85000.0,70000.0
3865441576,Remote Business Development Associate,Sales,30705,USD,120000.0,90000.0,60000.0
3866803225,Medical Doctor,Healthcare,20430,USD,572000.0,546000.0,520000.0
3866844290,Marketing Manager,Management,12945,USD,85000.0,77500.0,70000.0
3867167975,Assistant Manager,Management,4039,USD,52000.0,46800.0,41600.0
3868384601,"Client Support Specialist, Weekend Full-Time",Consulting,8659,USD,45760.0,41600.0,37440.0
3869413340,Bookkeeper,Finance,3328,USD,145600.0,135200.0,124800.0
3869490625,Graphic Designer,Arts and Design,31393,USD,150000.0,112500.0,75000.0
3869757186,SAP FICO – AMS Consultant,Consulting,28004,USD,145600.0,140400.0,135200.0
3870359478,Associate Attorney,Legal,13638,USD,110000.0,102500.0,95000.0
3870363142,Laboratory Technician,Engineering,14129,USD,114400.0,93600.0,72800.0
3870709286,Development Director,Management,9316,USD,110000.0,99000.0,88000.0
3871144579,Head of Client Relations,Management,244,USD,110000.0,97500.0,85000.0
3873789262,Corporate Controller,Finance,24423,USD,280000.0,255000.0,230000.0
3874702220,Mental Health Therapist,Healthcare,2629,USD,312000.0,218400.0,124800.0
3874965536,Security Professional,Marketing,12622,USD,93600.0,83200.0,72800.0
3875041552,Medical Equipment Outside Sales Representative ,Sales,4445,USD,65000.0,60000.0,55000.0
3875066415,EV/Cash Flow Analyst,Analysis,23752,USD,166400.0,135200.0,104000.0
3875199851,Digital Marketing Manager,Management,35024,USD,75000.0,65000.0,55000.0
3875765946,Therapist,Healthcare,40047,USD,83200.0,72800.0,62400.0
3876457494,Integrated Marketing Manager,Management,13218,USD,120000.0,105000.0,90000.0
3876469865,Business Development Specialist,Consulting,8452,USD,65000.0,60000.0,55000.0
3876572082,Education Budget Manager ,Management,6864,USD,61000.0,59500.0,58000.0
3876991427,General Manager,Management,23789,USD,85000.0,77500.0,70000.0
3878072014,Part-Time CFO/Controller,Finance,1328,USD,156000.0,130000.0,104000.0
3878329666,Medical Case Manager,Management,20294,USD,60000.0,53500.0,47000.0
3878886873,Resident Engineer,Engineering,13113,USD,190000.0,167500.0,145000.0
3879240957,Technology Trust & Compliance Professional,Marketing,18415,USD,250000.0,150000.0,50000.0
3880157614,Data Entry Specialist,Consulting,13530,USD,33280.0,33280.0,33280.0
3881987723,Dialysis Technician,Engineering,23567,USD,66560.0,60320.0,54080.0
3882144210,Battery R&D Scientist,Engineering,9186,USD,135200.0,119600.0,104000.0
3882248468,Sales Director,Management,10786,USD,175000.0,125000.0,75000.0
3882279550,Pediatric Occupational Therapist,Healthcare,25392,USD,124800.0,114400.0,104000.0
3882358050,Marketing Specialist - Membership Growth & Retention,Consulting,22127,USD,50000.0,47500.0,45000.0
3883216578,Project Engineer,Engineering,7606,USD,125000.0,112500.0,100000.0
3883469904,Wholesale Sales Assistant,Sales,14810,USD,52000.0,46800.0,41600.0
3883546874,Physical Therapist,Healthcare,16779,USD,120000.0,100000.0,80000.0
3884003641,Construction Accountant,Finance,9869,USD,100000.0,92500.0,85000.0
3884426652,Structural Design Engineer,Engineering,148,USD,110000.0,92500.0,75000.0
3884426975,Azure Data Engineer (Full time),Engineering,150,USD,145000.0,120000.0,95000.0
3884427312,Restaurant Manager,Management,23853,USD,65000.0,62500.0,60000.0
3884427334,Research Associate (Molecular Biology & Protein Expression),Marketing,1522,USD,85000.0,77500.0,70000.0
3884428699,Field Sales Consultant,Consulting,70,USD,300000.0,195000.0,90000.0
3884428729,Sales and Customer Experience Specialist,Consulting,15,USD,67000.0,58700.0,50400.0
3884428983,Application Engineer,Engineering,8,USD,101000.0,92500.0,84000.0
3884429610,Financial Advisor (Sales Role-Training Provided),Consulting,139,USD,150000.0,115000.0,80000.0
3884429616,Human Resources Office Support Technician,Engineering,144,USD,55824.0,50220.0,44616.0
3884429625,Store Manager,Management,10,USD,100000.0,86000.0,72000.0
3884429634,Regional Sales Manager - Northwest,Management,58,USD,115000.0,105000.0,95000.0
3884429653,Estimation Engineer,Engineering,80,USD,120000.0,103500.0,87000.0
3884429657,Billing Specialist,Consulting,43,USD,58240.0,53040.0,47840.0
3884429686,RN - Pre-op and PACU 0.9 FTE Day,Marketing,100,USD,143540.80000000002,122699.20000000001,101857.59999999999
3884429703,Refugee Medical Assistant,Healthcare,176,USD,56160.0,47320.0,38480.0
3884429705,Procurement Specialist,Consulting,411,USD,66560.0,54236.0,41912.0
3884429748,Senior Project Manager - GC,Management,226,USD,175000.0,147500.0,120000.0
3884429777,Electrical and Instrumentation Technician,Engineering,153,USD,124508.8,99580.0,74651.2
3884429781,"Mental Health Professional - $3,000 Hiring Bonus",Marketing,186,USD,76000.0,73500.0,71000.0
3884429788,Customer Service Representative,Sales,317,USD,71988.8,59987.2,47985.6
3884429878,"AVP, Underwriting Team Leader | Hybrid",Management,1310,USD,195000.0,192500.0,190000.0
3884429892,Convention Sales and Business Development Manager,Management,796,USD,98400.0,82000.0,65600.0
3884429902,Customer Advocacy Manager,Management,243,USD,72000.0,66000.0,60000.0
3884430130,Reliability/Injection Molding Maintenance Technician,Engineering,68,USD,72800.0,67600.0,62400.0
3884430583,Store Manager,Management,40,USD,100000.0,86000.0,72000.0
3884430592,Human Resources Transactions Manager,Management,1719,USD,100776.0,90948.0,81120.0
3884430601,Database Administrator (BOCA RATON),Management,161,USD,105000.0,97500.0,90000.0
3884430605,Store Manager,Management,250,USD,100000.0,86000.0,72000.0
3884430607,Business Development Manager,Management,29,USD,150000.0,140000.0,130000.0
3884430608,Staff / Senior Accountant (,Finance,41,USD,75000.0,70000.0,65000.0
3884430616,Data Management Analyst,Analysis,197,USD,97760.0,87360.0,76960.0
3884430657,Medical Claims Processor,Marketing,1673,USD,49920.0,46540.0,43160.0
3884430673,Police Records Specialist,Consulting,187,USD,106496.0,86049.6,65603.2
3884430690,Senior Sales Manager - Renaissance Harlem ,Management,1519,USD,100000.0,90000.0,80000.0
3884430691,Patient Coordinator,Management,781,USD,43638.4,38334.4,33030.4
3884430700,Office Administrator,Management,517,USD,55000.0,50000.0,45000.0
3884430719,Staff Accountant,Finance,1526,USD,72800.0,62400.0,52000.0
3884430726,"Sr. Director, Media Communications Planning",Management,133,USD,175000.0,167500.0,160000.0
3884430751,CHIEF OF STAFF,Management,217,USD,230000.0,180000.0,130000.0
3884430781,Bookkeeper,Finance,190,USD,72800.0,64480.0,56160.0
3884430789,Facility Engineer,Engineering,482,USD,160000.0,112500.0,65000.0
3884430958,"Senior Analyst, Data & Analytics",Analysis,465,USD,93000.0,91500.0,90000.0
3884431058,Search Engine Optimization Manager,Management,1035,USD,85000.0,75000.0,65000.0
3884431121,Computer Field Service Technician ,Engineering,438,USD,47840.0,46800.0,45760.0
3884431523,Mine Foreman,Construction,3,USD,120000.0,110000.0,100000.0
3884431554,Senior HR Generalist,Human Resources,119,USD,90000.0,90000.0,90000.0
3884431563,Promotions Manager,Management,25,USD,55000.0,50000.0,45000.0
3884431578,Sales Development Representative (SDR),Sales,677,USD,150000.0,100000.0,50000.0
3884431614,Accounts Payable Clerk - Temp to Hire,Administrative,98,USD,56160.0,54080.0,52000.0
3884431621,Banking Operations Systems Analyst,Analysis,330,USD,90000.0,82500.0,75000.0
3884431637,Rental Linen & Uniform Sales,Sales,46,USD,75000.0,62500.0,50000.0
3884431641,Financial Director,Management,195,USD,156000.0,150800.0,145600.0
3884431648,Principal Engineer- Water Department,Engineering,3316,USD,125139.74,117656.35,110172.96
3884431654,"Attorneys - Business,Real Estate,Land Use and Estate Planning",Legal,249,USD,175000.0,137500.0,100000.0
3884431706,Clerk 1/ Community Service Aide,Administrative,218,USD,67550.13,56291.775,45033.42
3884431709,Insurance Account Manager - New Haven CT,Management,2379,USD,80000.0,72500.0,65000.0
3884431728,Respiratory Care Practitioner,Marketing,1276,USD,107452.79999999999,87672.0,67891.2
3884431734,Marketing Specialist,Consulting,2562,USD,55000.0,50000.0,45000.0
3884431794,Associate Director of Events,Management,1306,USD,83200.0,72800.0,62400.0
3884431797,Work Based Learning Coordinator,Management,327,USD,60934.0,55949.5,50965.0
3884431809,Utilities Mechanic - HVAC - JW,Automotive,616,USD,70720.0,63440.0,56160.0
3884431822,Commercial Lines Account Manager - Workers' Compensation,Management,1945,USD,90000.0,75000.0,60000.0
3884431853,Dispatch Coordinator,Management,310,USD,70000.0,65000.0,60000.0
3884432301,Fabricator,Manufacturing,124,USD,60000.0,52500.0,45000.0
3884432422,Senior Accountant,Finance,1392,USD,85000.0,77500.0,70000.0
3884432436,Sales Supervisor - Lido Marina Village,Management,105,USD,52000.0,48880.0,45760.0
3884432469,Staff Accountant,Finance,22,USD,73840.0,66040.0,58240.0
3884432481,Store Manager,Management,382,USD,100000.0,86000.0,72000.0
3884432491,HRIS & People Data Administrator,Management,51,USD,58905.6,57959.2,57012.8
3884432498,Fair Lending Compliance Analyst,Analysis,24,USD,100000.0,92500.0,85000.0
3884432529,"Bilingual Staff Attorney, Farmworker Program",Marketing,229,USD,105200.0,85700.0,66200.0
3884432534,Treasury Manager,Management,289,USD,130000.0,110000.0,90000.0
3884432548,Sales Development Representative,Sales,308,USD,70000.0,62500.0,55000.0
3884432550,Exam Proctor,Marketing,99,USD,43680.0,40560.0,37440.0
3884432572,IT Service Desk Specialist I,Consulting,73,USD,45760.0,43680.0,41600.0
3884432583,Dental Assistant-Oral Surgery/Endo/General Anesthesia,Healthcare,207,USD,47840.0,41600.0,35360.0
3884432610,Financial Analyst,Analysis,269,USD,63440.0,59800.0,56160.0
3884432618,Biopharmaceutical Manufacturing Production Specialist,Consulting,2793,USD,77937.59999999999,72248.79999999999,66560.0
3884432630,Associate Communications Specialist - Transit Control Center,Consulting,713,USD,78270.0,71936.5,65603.0
3884432668,Renewable Energy Administrative Data Coordinator,Management,560,USD,65000.0,55000.0,45000.0
3884432698,Full Manager Bookkeeper (26394),Management,500,USD,75000.0,70000.0,65000.0
3884432702,Account Manager,Management,344,USD,45000.0,42500.0,40000.0
3884432723,Office Manager,Management,836,USD,55000.0,50000.0,45000.0
3884432773,Senior Staff Accountant (26391),Finance,897,USD,84000.0,77500.0,71000.0
3884432782,Staff Accountant,Finance,231,USD,75000.0,70000.0,65000.0
3884433240,Store Loss Prevention Investigator,Marketing,85,USD,56409.6,52124.8,47840.0
3884433241,Site Warehouse Manager,Management,1433,USD,120175.0,104500.0,88825.0
3884433264,Manager - Digital Marketing,Management,904,USD,135000.0,122500.0,110000.0
3884433270,Installation Engineer,Engineering,528,USD,83200.0,72800.0,62400.0
3884433287,Business Development Associate,Sales,1120,USD,70000.0,62000.0,54000.0
3884433290,Registered Nurse (Bronx | 24 Hours/Week | Part-Time),Healthcare,101,USD,65131.89,62731.89,60331.89
3884433292,Corporate Accountant,Finance,36,USD,115000.0,100000.0,85000.0
3884433317,Financial Advisor,Consulting,219,USD,90000.0,75000.0,60000.0
